-183.607, 77.974, 1.778,  1.765
-183.601, 77.915, 1.784,  1.798
-183.595, 77.856, 1.791,  1.831
-183.589, 77.796, 1.796,  1.864
-183.583, 77.736, 1.801,  1.897
-183.577, 77.676, 1.806,  1.930
-183.572, 77.616, 1.811,  1.963
-183.566, 77.556, 1.816,  1.996
-183.560, 77.495, 1.820,  2.029
-183.554, 77.435, 1.825,  2.062
-183.547, 77.374, 1.831,  2.095
-183.541, 77.313, 1.836,  2.128
-183.535, 77.252, 1.842,  2.161
-183.529, 77.190, 1.848,  2.194
-183.523, 77.129, 1.854,  2.227
-183.517, 77.067, 1.860,  2.260
-183.511, 77.005, 1.867,  2.293
-183.504, 76.943, 1.874,  2.326
-183.498, 76.881, 1.877,  2.359
-183.492, 76.818, 1.879,  2.392
-183.486, 76.756, 1.882,  2.425
-183.480, 76.694, 1.886,  2.458
-183.473, 76.631, 1.892,  2.491
-183.467, 76.568, 1.898,  2.524
-183.461, 76.505, 1.906,  2.557
-183.454, 76.441, 1.914,  2.590
-183.448, 76.378, 1.923,  2.623
-183.442, 76.314, 1.931,  2.656
-183.435, 76.249, 1.939,  2.689
-183.429, 76.185, 1.946,  2.722
-183.422, 76.120, 1.953,  2.755
-183.416, 76.055, 1.959,  2.788
-183.410, 75.990, 1.965,  2.821
-183.403, 75.925, 1.971,  2.854
-183.397, 75.859, 1.976,  2.887
-183.390, 75.794, 1.981,  2.920
-183.384, 75.728, 1.986,  2.953
-183.377, 75.662, 1.992,  2.986
-183.371, 75.595, 1.997,  3.019
-183.364, 75.529, 2.003,  3.052
-183.358, 75.462, 2.010,  3.085
-183.351, 75.396, 2.016,  3.118
-183.345, 75.328, 2.023,  3.151
-183.338, 75.261, 2.030,  3.184
-183.332, 75.194, 2.037,  3.217
-183.326, 75.126, 2.044,  3.250
-183.319, 75.058, 2.051,  3.283
-183.313, 74.990, 2.057,  3.316
-183.306, 74.921, 2.064,  3.349
-183.300, 74.853, 2.071,  3.382
-183.293, 74.784, 2.077,  3.415
-183.287, 74.715, 2.083,  3.448
-183.280, 74.645, 2.090,  3.481
-183.274, 74.576, 2.096,  3.514
-183.267, 74.506, 2.103,  3.547
-183.261, 74.436, 2.109,  3.580
-183.254, 74.366, 2.116,  3.613
-183.248, 74.296, 2.122,  3.646
-183.241, 74.225, 2.129,  3.679
-183.235, 74.154, 2.136,  3.712
-183.229, 74.083, 2.143,  3.745
-183.222, 74.012, 2.150,  3.778
-183.216, 73.940, 2.157,  3.811
-183.209, 73.868, 2.164,  3.844
-183.203, 73.796, 2.171,  3.877
-183.197, 73.724, 2.178,  3.910
-183.190, 73.651, 2.185,  3.943
-183.184, 73.579, 2.192,  3.976
-183.178, 73.506, 2.199,  4.009
-183.171, 73.433, 2.205,  4.042
-183.165, 73.359, 2.212,  4.075
-183.159, 73.286, 2.219,  4.108
-183.152, 73.212, 2.226,  4.141
-183.146, 73.138, 2.234,  4.174
-183.140, 73.063, 2.241,  4.207
-183.133, 72.989, 2.248,  4.240
-183.127, 72.914, 2.255,  4.273
-183.121, 72.839, 2.263,  4.306
-183.115, 72.763, 2.270,  4.339
-183.109, 72.688, 2.277,  4.372
-183.102, 72.612, 2.284,  4.405
-183.096, 72.536, 2.292,  4.438
-183.090, 72.459, 2.299,  4.471
-183.084, 72.383, 2.306,  4.504
-183.078, 72.306, 2.313,  4.537
-183.072, 72.229, 2.321,  4.570
-183.066, 72.152, 2.328,  4.603
-183.059, 72.074, 2.335,  4.636
-183.053, 71.996, 2.343,  4.669
-183.047, 71.918, 2.350,  4.702
-183.041, 71.840, 2.358,  4.735
-183.035, 71.761, 2.366,  4.768
-183.029, 71.682, 2.373,  4.801
-183.023, 71.603, 2.381,  4.834
-183.017, 71.524, 2.389,  4.867
-183.011, 71.444, 2.396,  4.900
-183.006, 71.365, 2.404,  4.933
-183.000, 71.284, 2.412,  4.966
-182.994, 71.204, 2.419,  4.999
-182.988, 71.123, 2.427,  5.032
-182.982, 71.043, 2.435,  5.065
-182.976, 70.961, 2.443,  5.098
-182.971, 70.880, 2.451,  5.131
-182.965, 70.798, 2.459,  5.164
-182.959, 70.716, 2.466,  5.197
-182.953, 70.634, 2.474,  5.230
-182.948, 70.552, 2.482,  5.263
-182.942, 70.469, 2.490,  5.296
-182.936, 70.386, 2.498,  5.329
-182.931, 70.303, 2.506,  5.362
-182.925, 70.219, 2.514,  5.395
-182.919, 70.135, 2.522,  5.428
-182.914, 70.051, 2.530,  5.461
-182.908, 69.967, 2.539,  5.494
-182.903, 69.882, 2.547,  5.527
-182.897, 69.797, 2.555,  5.560
-182.892, 69.712, 2.563,  5.593
-182.886, 69.626, 2.572,  5.626
-182.881, 69.541, 2.580,  5.659
-182.875, 69.455, 2.588,  5.692
-182.870, 69.368, 2.597,  5.725
-182.865, 69.282, 2.605,  5.758
-182.859, 69.195, 2.613,  5.791
-182.854, 69.108, 2.622,  5.824
-182.849, 69.020, 2.630,  5.857
-182.843, 68.932, 2.639,  5.890
-182.838, 68.844, 2.647,  5.923
-182.833, 68.756, 2.656,  5.956
-182.828, 68.668, 2.664,  5.989
-182.822, 68.579, 2.673,  6.022
-182.817, 68.490, 2.681,  6.055
-182.812, 68.400, 2.690,  6.088
-182.807, 68.310, 2.699,  6.121
-182.802, 68.220, 2.707,  6.154
-182.797, 68.130, 2.716,  6.187
-182.792, 68.039, 2.725,  6.220
-182.787, 67.948, 2.734,  6.253
-182.782, 67.857, 2.742,  6.286
-182.777, 67.766, 2.751,  6.319
-182.772, 67.674, 2.760,  6.352
-182.767, 67.582, 2.769,  6.385
-182.762, 67.489, 2.779,  6.418
-182.757, 67.397, 2.788,  6.451
-182.752, 67.304, 2.797,  6.484
-182.747, 67.210, 2.806,  6.517
-182.742, 67.117, 2.815,  6.550
-182.737, 67.023, 2.824,  6.583
-182.733, 66.928, 2.833,  6.616
-182.728, 66.834, 2.842,  6.649
-182.723, 66.739, 2.852,  6.682
-182.718, 66.644, 2.861,  6.715
-182.714, 66.548, 2.870,  6.748
-182.709, 66.453, 2.879,  6.781
-182.704, 66.356, 2.889,  6.814
-182.700, 66.260, 2.898,  6.847
-182.695, 66.163, 2.907,  6.880
-182.691, 66.066, 2.917,  6.913
-182.686, 65.969, 2.927,  6.946
-182.682, 65.871, 2.936,  6.979
-182.677, 65.773, 2.946,  7.012
-182.673, 65.675, 2.955,  7.045
-182.668, 65.576, 2.965,  7.078
-182.664, 65.477, 2.975,  7.111
-182.659, 65.378, 2.984,  7.144
-182.655, 65.278, 2.994,  7.177
-182.650, 65.178, 3.004,  7.210
-182.646, 65.078, 3.013,  7.243
-182.642, 64.977, 3.023,  7.276
-182.637, 64.876, 3.033,  7.309
-182.633, 64.775, 3.043,  7.342
-182.629, 64.674, 3.053,  7.375
-182.624, 64.572, 3.063,  7.408
-182.620, 64.469, 3.073,  7.441
-182.616, 64.367, 3.083,  7.474
-182.612, 64.264, 3.093,  7.507
-182.608, 64.161, 3.103,  7.540
-182.603, 64.057, 3.113,  7.573
-182.599, 63.953, 3.124,  7.606
-182.595, 63.849, 3.134,  7.639
-182.591, 63.744, 3.144,  7.672
-182.587, 63.639, 3.154,  7.705
-182.583, 63.534, 3.165,  7.738
-182.579, 63.428, 3.175,  7.771
-182.575, 63.322, 3.186,  7.804
-182.571, 63.216, 3.196,  7.837
-182.567, 63.109, 3.206,  7.870
-182.563, 63.002, 3.217,  7.903
-182.559, 62.894, 3.227,  7.936
-182.555, 62.787, 3.238,  7.969
-182.551, 62.679, 3.248,  8.002
-182.547, 62.570, 3.259,  8.035
-182.544, 62.461, 3.270,  8.068
-182.540, 62.352, 3.280,  8.101
-182.536, 62.243, 3.291,  8.134
-182.532, 62.133, 3.302,  8.167
-182.528, 62.022, 3.313,  8.200
-182.524, 61.912, 3.324,  8.233
-182.521, 61.801, 3.334,  8.266
-182.517, 61.689, 3.345,  8.299
-182.513, 61.578, 3.356,  8.332
-182.510, 61.465, 3.367,  8.365
-182.506, 61.353, 3.378,  8.398
-182.502, 61.240, 3.390,  8.431
-182.499, 61.127, 3.401,  8.464
-182.495, 61.013, 3.412,  8.497
-182.491, 60.899, 3.423,  8.530
-182.488, 60.785, 3.434,  8.563
-182.484, 60.670, 3.445,  8.596
-182.481, 60.555, 3.457,  8.629
-182.477, 60.440, 3.468,  8.662
-182.474, 60.324, 3.479,  8.695
-182.470, 60.208, 3.491,  8.728
-182.467, 60.091, 3.502,  8.761
-182.463, 59.974, 3.514,  8.794
-182.460, 59.857, 3.525,  8.827
-182.456, 59.739, 3.537,  8.860
-182.453, 59.621, 3.549,  8.893
-182.449, 59.502, 3.560,  8.926
-182.446, 59.384, 3.572,  8.959
-182.443, 59.264, 3.584,  8.992
-182.439, 59.145, 3.595,  9.025
-182.436, 59.024, 3.607,  9.058
-182.433, 58.904, 3.619,  9.091
-182.429, 58.783, 3.631,  9.124
-182.426, 58.662, 3.643,  9.157
-182.423, 58.540, 3.655,  9.190
-182.420, 58.418, 3.667,  9.223
-182.416, 58.295, 3.679,  9.256
-182.413, 58.173, 3.691,  9.289
-182.410, 58.049, 3.703,  9.322
-182.407, 57.926, 3.715,  9.355
-182.403, 57.801, 3.728,  9.388
-182.400, 57.677, 3.740,  9.421
-182.397, 57.552, 3.752,  9.454
-182.394, 57.427, 3.765,  9.487
-182.391, 57.301, 3.777,  9.520
-182.388, 57.175, 3.789,  9.553
-182.385, 57.048, 3.802,  9.586
-182.381, 56.921, 3.814,  9.619
-182.378, 56.794, 3.827,  9.652
-182.375, 56.666, 3.839,  9.685
-182.372, 56.538, 3.852,  9.718
-182.369, 56.409, 3.864,  9.751
-182.366, 56.280, 3.877,  9.784
-182.363, 56.150, 3.890,  9.817
-182.360, 56.020, 3.902,  9.850
-182.357, 55.890, 3.915,  9.883
-182.354, 55.759, 3.928,  9.916
-182.351, 55.628, 3.941,  9.949
-182.348, 55.496, 3.953,  9.982
-182.345, 55.364, 3.966, 10.015
-182.342, 55.232, 3.979, 10.048
-182.340, 55.099, 3.992, 10.081
-182.337, 54.965, 4.005, 10.114
-182.334, 54.832, 4.018, 10.147
-182.331, 54.697, 4.031, 10.180
-182.328, 54.563, 4.044, 10.213
-182.325, 54.428, 4.057, 10.246
-182.322, 54.292, 4.070, 10.279
-182.320, 54.156, 4.083, 10.312
-182.317, 54.020, 4.096, 10.345
-182.314, 53.883, 4.110, 10.378
-182.311, 53.746, 4.123, 10.411
-182.308, 53.608, 4.136, 10.444
-182.306, 53.470, 4.150, 10.477
-182.303, 53.331, 4.163, 10.510
-182.300, 53.192, 4.176, 10.543
-182.297, 53.052, 4.190, 10.576
-182.295, 52.912, 4.204, 10.609
-182.292, 52.772, 4.217, 10.642
-182.289, 52.631, 4.231, 10.675
-182.287, 52.490, 4.245, 10.708
-182.284, 52.348, 4.259, 10.741
-182.281, 52.206, 4.272, 10.774
-182.279, 52.063, 4.286, 10.807
-182.276, 51.920, 4.300, 10.840
-182.273, 51.776, 4.314, 10.873
-182.271, 51.632, 4.328, 10.906
-182.268, 51.487, 4.342, 10.939
-182.265, 51.342, 4.356, 10.972
-182.263, 51.197, 4.371, 11.005
-182.260, 51.051, 4.385, 11.038
-182.258, 50.904, 4.399, 11.071
-182.255, 50.757, 4.413, 11.104
-182.253, 50.610, 4.427, 11.137
-182.250, 50.462, 4.442, 11.170
-182.247, 50.313, 4.456, 11.203
-182.245, 50.165, 4.471, 11.236
-182.242, 50.015, 4.485, 11.269
-182.240, 49.865, 4.500, 11.302
-182.237, 49.715, 4.514, 11.335
-182.235, 49.564, 4.529, 11.368
-182.232, 49.413, 4.544, 11.401
-182.230, 49.261, 4.558, 11.434
-182.227, 49.109, 4.573, 11.467
-182.225, 48.956, 4.588, 11.500
-182.223, 48.803, 4.603, 11.533
-182.220, 48.649, 4.618, 11.566
-182.218, 48.494, 4.633, 11.599
-182.215, 48.340, 4.648, 11.632
-182.213, 48.184, 4.663, 11.665
-182.210, 48.029, 4.678, 11.698
-182.208, 47.872, 4.693, 11.731
-182.206, 47.715, 4.709, 11.764
-182.203, 47.558, 4.724, 11.797
-182.201, 47.400, 4.739, 11.830
-182.199, 47.242, 4.755, 11.863
-182.196, 47.083, 4.770, 11.896
-182.194, 46.924, 4.786, 11.929
-182.192, 46.764, 4.801, 11.962
-182.189, 46.603, 4.817, 11.995
-182.187, 46.442, 4.832, 12.028
-182.185, 46.281, 4.848, 12.061
-182.182, 46.119, 4.864, 12.094
-182.180, 45.957, 4.880, 12.127
-182.178, 45.793, 4.895, 12.160
-182.175, 45.630, 4.911, 12.193
-182.173, 45.466, 4.927, 12.226
-182.171, 45.301, 4.943, 12.259
-182.168, 45.136, 4.960, 12.292
-182.166, 44.970, 4.976, 12.325
-182.164, 44.804, 4.992, 12.358
-182.162, 44.637, 5.008, 12.391
-182.159, 44.470, 5.024, 12.424
-182.157, 44.302, 5.041, 12.457
-182.155, 44.134, 5.057, 12.490
-182.153, 43.965, 5.073, 12.523
-182.151, 43.795, 5.089, 12.556
-182.148, 43.625, 5.105, 12.589
-182.146, 43.455, 5.115, 12.622
-182.144, 43.284, 5.112, 12.655
-182.142, 43.114, 5.098, 12.688
-182.140, 42.945, 5.084, 12.721
-182.137, 42.776, 5.074, 12.754
-182.135, 42.607, 5.070, 12.787
-182.133, 42.438, 5.071, 12.820
-182.131, 42.269, 5.077, 12.853
-182.129, 42.100, 5.088, 12.886
-182.127, 41.930, 5.105, 12.919
-182.125, 41.759, 5.126, 12.952
-182.123, 41.587, 5.152, 12.985
-182.121, 41.415, 5.182, 13.018
-182.119, 41.241, 5.215, 13.051
-182.116, 41.066, 5.251, 13.084
-182.114, 40.890, 5.288, 13.117
-182.112, 40.712, 5.327, 13.150
-182.110, 40.534, 5.367, 13.183
-182.108, 40.353, 5.406, 13.216
-182.106, 40.172, 5.443, 13.249
-182.104, 39.990, 5.479, 13.282
-182.102, 39.806, 5.512, 13.315
-182.100, 39.622, 5.542, 13.348
-182.098, 39.436, 5.569, 13.381
-182.095, 39.250, 5.592, 13.414
-182.093, 39.063, 5.612, 13.447
-182.091, 38.876, 5.629, 13.480
-182.089, 38.688, 5.643, 13.513
-182.087, 38.499, 5.655, 13.546
-182.085, 38.311, 5.665, 13.579
-182.083, 38.122, 5.674, 13.612
-182.081, 37.932, 5.682, 13.645
-182.079, 37.743, 5.690, 13.678
-182.077, 37.553, 5.699, 13.711
-182.075, 37.363, 5.708, 13.744
-182.073, 37.173, 5.718, 13.777
-182.071, 36.982, 5.729, 13.810
-182.069, 36.790, 5.742, 13.843
-182.067, 36.599, 5.757, 13.876
-182.065, 36.406, 5.773, 13.909
-182.063, 36.213, 5.790, 13.942
-182.061, 36.020, 5.810, 13.975
-182.059, 35.826, 5.830, 14.008
-182.057, 35.631, 5.852, 14.041
-182.055, 35.435, 5.875, 14.074
-182.053, 35.238, 5.898, 14.107
-182.051, 35.041, 5.922, 14.140
-182.049, 34.843, 5.947, 14.173
-182.047, 34.644, 5.972, 14.206
-182.045, 34.444, 5.997, 14.239
-182.043, 34.244, 6.021, 14.272
-182.041, 34.042, 6.045, 14.305
-182.039, 33.840, 6.069, 14.338
-182.037, 33.637, 6.092, 14.371
-182.035, 33.433, 6.114, 14.404
-182.033, 33.229, 6.136, 14.437
-182.031, 33.024, 6.157, 14.470
-182.029, 32.818, 6.177, 14.503
-182.027, 32.612, 6.197, 14.536
-182.025, 32.405, 6.216, 14.569
-182.024, 32.197, 6.234, 14.602
-182.022, 31.989, 6.252, 14.635
-182.020, 31.780, 6.271, 14.668
-182.018, 31.570, 6.289, 14.701
-182.016, 31.360, 6.307, 14.734
-182.014, 31.149, 6.325, 14.767
-182.012, 30.938, 6.344, 14.800
-182.010, 30.726, 6.363, 14.833
-182.008, 30.513, 6.382, 14.866
-182.006, 30.300, 6.401, 14.899
-182.004, 30.086, 6.421, 14.932
-182.002, 29.872, 6.442, 14.965
-182.001, 29.656, 6.463, 14.998
-181.999, 29.440, 6.484, 15.031
-181.997, 29.223, 6.506, 15.064
-181.995, 29.006, 6.528, 15.097
-181.993, 28.788, 6.550, 15.130
-181.991, 28.569, 6.573, 15.163
-181.989, 28.349, 6.595, 15.196
-181.987, 28.129, 6.618, 15.229
-181.985, 27.907, 6.641, 15.262
-181.983, 27.685, 6.664, 15.295
-181.982, 27.462, 6.687, 15.328
-181.980, 27.239, 6.710, 15.361
-181.978, 27.015, 6.733, 15.394
-181.976, 26.790, 6.756, 15.427
-181.974, 26.564, 6.778, 15.460
-181.972, 26.337, 6.800, 15.493
-181.970, 26.110, 6.822, 15.526
-181.968, 25.882, 6.843, 15.559
-181.967, 25.653, 6.864, 15.592
-181.965, 25.424, 6.886, 15.625
-181.963, 25.194, 6.907, 15.658
-181.961, 24.963, 6.928, 15.691
-181.959, 24.732, 6.949, 15.724
-181.957, 24.499, 6.971, 15.757
-181.955, 24.266, 6.992, 15.790
-181.953, 24.033, 7.014, 15.823
-181.952, 23.798, 7.035, 15.856
-181.950, 23.563, 7.057, 15.889
-181.948, 23.327, 7.080, 15.922
-181.946, 23.091, 7.102, 15.955
-181.944, 22.853, 7.125, 15.988
-181.942, 22.615, 7.148, 16.021
-181.940, 22.376, 7.171, 16.054
-181.939, 22.137, 7.194, 16.087
-181.937, 21.896, 7.218, 16.120
-181.935, 21.655, 7.242, 16.153
-181.933, 21.413, 7.265, 16.186
-181.931, 21.170, 7.289, 16.219
-181.929, 20.927, 7.313, 16.252
-181.927, 20.682, 7.337, 16.285
-181.925, 20.437, 7.361, 16.318
-181.924, 20.191, 7.385, 16.351
-181.922, 19.944, 7.409, 16.384
-181.920, 19.697, 7.433, 16.417
-181.918, 19.448, 7.457, 16.450
-181.916, 19.199, 7.481, 16.483
-181.914, 18.949, 7.505, 16.516
-181.912, 18.698, 7.529, 16.549
-181.910, 18.447, 7.553, 16.582
-181.909, 18.194, 7.577, 16.615
-181.907, 17.941, 7.601, 16.648
-181.905, 17.687, 7.625, 16.681
-181.903, 17.432, 7.649, 16.714
-181.901, 17.177, 7.673, 16.747
-181.899, 16.920, 7.697, 16.780
-181.897, 16.663, 7.721, 16.813
-181.895, 16.405, 7.745, 16.846
-181.894, 16.147, 7.769, 16.879
-181.892, 15.887, 7.793, 16.912
-181.890, 15.627, 7.817, 16.945
-181.888, 15.365, 7.842, 16.978
-181.886, 15.103, 7.866, 17.011
-181.884, 14.841, 7.891, 17.044
-181.882, 14.577, 7.915, 17.077
-181.880, 14.313, 7.940, 17.110
-181.879, 14.047, 7.965, 17.143
-181.877, 13.781, 7.991, 17.176
-181.875, 13.514, 8.016, 17.209
-181.873, 13.246, 8.041, 17.242
-181.871, 12.978, 8.067, 17.275
-181.869, 12.708, 8.093, 17.308
-181.867, 12.438, 8.118, 17.341
-181.865, 12.166, 8.144, 17.374
-181.864, 11.894, 8.170, 17.407
-181.862, 11.621, 8.196, 17.440
-181.860, 11.347, 8.223, 17.473
-181.858, 11.073, 8.249, 17.506
-181.856, 10.797, 8.275, 17.539
-181.854, 10.520, 8.302, 17.572
-181.852, 10.243, 8.328, 17.605
-181.850, 9.965, 8.355, 17.638
-181.849, 9.686, 8.382, 17.671
-181.847, 9.406, 8.408, 17.704
-181.845, 9.125, 8.435, 17.737
-181.843, 8.843, 8.462, 17.770
-181.841, 8.560, 8.489, 17.803
-181.839, 8.276, 8.516, 17.836
-181.837, 7.992, 8.543, 17.869
-181.835, 7.706, 8.570, 17.902
-181.833, 7.420, 8.597, 17.935
-181.831, 7.133, 8.624, 17.968
-181.829, 6.845, 8.652, 18.001
-181.827, 6.556, 8.679, 18.034
-181.826, 6.266, 8.706, 18.067
-181.824, 5.975, 8.734, 18.100
-181.822, 5.683, 8.761, 18.133
-181.820, 5.390, 8.789, 18.166
-181.818, 5.096, 8.817, 18.199
-181.816, 4.802, 8.844, 18.232
-181.814, 4.506, 8.872, 18.265
-181.812, 4.210, 8.900, 18.298
-181.810, 3.913, 8.928, 18.331
-181.808, 3.614, 8.956, 18.364
-181.806, 3.315, 8.985, 18.397
-181.804, 3.015, 9.013, 18.430
-181.802, 2.714, 9.041, 18.463
-181.800, 2.412, 9.070, 18.496
-181.798, 2.109, 9.098, 18.529
-181.796, 1.805, 9.127, 18.562
-181.794, 1.500, 9.155, 18.595
-181.792, 1.194, 9.184, 18.628
-181.790, 0.887, 9.213, 18.661
-181.788, 0.579, 9.242, 18.694
-181.786, 0.270, 9.271, 18.727
-181.784, -0.040, 9.300, 18.760
-181.782, -0.350, 9.329, 18.793
-181.780, -0.662, 9.358, 18.826
-181.778, -0.975, 9.388, 18.859
-181.776, -1.288, 9.417, 18.892
-181.774, -1.603, 9.446, 18.925
-181.772, -1.919, 9.476, 18.958
-181.770, -2.235, 9.506, 18.991
-181.768, -2.553, 9.535, 19.024
-181.766, -2.871, 9.565, 19.057
-181.764, -3.191, 9.595, 19.090
-181.762, -3.512, 9.625, 19.123
-181.760, -3.833, 9.655, 19.156
-181.758, -4.156, 9.685, 19.189
-181.756, -4.479, 9.715, 19.222
-181.754, -4.804, 9.746, 19.255
-181.752, -5.130, 9.776, 19.288
-181.750, -5.456, 9.806, 19.321
-181.747, -5.784, 9.837, 19.354
-181.745, -6.112, 9.867, 19.387
-181.743, -6.442, 9.898, 19.420
-181.741, -6.773, 9.929, 19.453
-181.739, -7.105, 9.960, 19.486
-181.737, -7.437, 9.991, 19.519
-181.735, -7.771, 10.022, 19.552
-181.733, -8.106, 10.053, 19.585
-181.731, -8.442, 10.084, 19.618
-181.728, -8.779, 10.115, 19.651
-181.726, -9.117, 10.146, 19.684
-181.724, -9.456, 10.178, 19.717
-181.722, -9.796, 10.209, 19.750
-181.720, -10.137, 10.241, 19.783
-181.718, -10.479, 10.272, 19.816
-181.715, -10.822, 10.304, 19.849
-181.713, -11.166, 10.336, 19.882
-181.711, -11.512, 10.367, 19.915
-181.709, -11.858, 10.399, 19.948
-181.707, -12.206, 10.431, 19.981
-181.704, -12.554, 10.463, 20.014
-181.702, -12.904, 10.496, 20.047
-181.700, -13.254, 10.528, 20.080
-181.698, -13.606, 10.560, 20.113
-181.696, -13.959, 10.592, 20.146
-181.693, -14.313, 10.625, 20.179
-181.691, -14.668, 10.657, 20.212
-181.689, -15.024, 10.690, 20.245
-181.687, -15.381, 10.723, 20.278
-181.684, -15.739, 10.755, 20.311
-181.682, -16.099, 10.788, 20.344
-181.680, -16.459, 10.821, 20.377
-181.677, -16.821, 10.854, 20.410
-181.675, -17.183, 10.887, 20.443
-181.673, -17.547, 10.920, 20.476
-181.670, -17.912, 10.954, 20.509
-181.668, -18.278, 10.987, 20.542
-181.666, -18.645, 11.020, 20.575
-181.663, -19.013, 11.054, 20.608
-181.661, -19.382, 11.087, 20.641
-181.659, -19.753, 11.121, 20.674
-181.656, -20.124, 11.154, 20.707
-181.654, -20.497, 11.188, 20.740
-181.652, -20.871, 11.222, 20.773
-181.649, -21.246, 11.256, 20.806
-181.647, -21.622, 11.290, 20.839
-181.644, -21.999, 11.324, 20.872
-181.642, -22.377, 11.358, 20.905
-181.640, -22.757, 11.392, 20.938
-181.637, -23.137, 11.426, 20.971
-181.635, -23.519, 11.461, 21.004
-181.632, -23.902, 11.495, 21.037
-181.630, -24.286, 11.530, 21.070
-181.627, -24.671, 11.564, 21.103
-181.625, -25.057, 11.599, 21.136
-181.622, -25.445, 11.634, 21.169
-181.620, -25.834, 11.669, 21.202
-181.617, -26.224, 11.705, 21.235
-181.615, -26.615, 11.740, 21.268
-181.612, -27.007, 11.776, 21.301
-181.610, -27.400, 11.811, 21.334
-181.607, -27.795, 11.847, 21.367
-181.605, -28.191, 11.883, 21.400
-181.602, -28.588, 11.920, 21.433
-181.599, -28.986, 11.956, 21.466
-181.597, -29.385, 11.993, 21.499
-181.594, -29.786, 12.029, 21.532
-181.592, -30.188, 12.066, 21.565
-181.589, -30.591, 12.103, 21.598
-181.586, -30.995, 12.140, 21.631
-181.584, -31.401, 12.177, 21.664
-181.581, -31.808, 12.215, 21.697
-181.579, -32.216, 12.252, 21.730
-181.576, -32.625, 12.290, 21.763
-181.573, -33.036, 12.328, 21.796
-181.571, -33.448, 12.366, 21.829
-181.568, -33.861, 12.404, 21.862
-181.565, -34.276, 12.442, 21.895
-181.562, -34.691, 12.480, 21.928
-181.560, -35.108, 12.519, 21.961
-181.557, -35.526, 12.557, 21.994
-181.554, -35.946, 12.596, 22.027
-181.551, -36.367, 12.635, 22.060
-181.549, -36.789, 12.674, 22.093
-181.546, -37.212, 12.713, 22.126
-181.543, -37.637, 12.752, 22.159
-181.540, -38.063, 12.791, 22.192
-181.537, -38.491, 12.830, 22.225
-181.534, -38.919, 12.870, 22.258
-181.532, -39.349, 12.909, 22.291
-181.529, -39.781, 12.949, 22.324
-181.526, -40.213, 12.989, 22.357
-181.523, -40.647, 13.028, 22.390
-181.520, -41.082, 13.068, 22.423
-181.517, -41.519, 13.108, 22.456
-181.514, -41.957, 13.148, 22.489
-181.511, -42.396, 13.189, 22.522
-181.508, -42.837, 13.229, 22.555
-181.505, -43.279, 13.269, 22.588
-181.502, -43.722, 13.310, 22.621
-181.499, -44.167, 13.350, 22.654
-181.496, -44.613, 13.391, 22.687
-181.493, -45.060, 13.432, 22.720
-181.490, -45.509, 13.473, 22.753
-181.487, -45.959, 13.513, 22.786
-181.484, -46.411, 13.554, 22.819
-181.481, -46.864, 13.596, 22.852
-181.478, -47.318, 13.637, 22.885
-181.475, -47.773, 13.678, 22.918
-181.472, -48.230, 13.719, 22.951
-181.469, -48.689, 13.761, 22.984
-181.465, -49.148, 13.802, 23.017
-181.462, -49.610, 13.844, 23.050
